CHEMid,Smiles,data_source,ActivityValue_pIC50
CHEMBL5093496,CCNc1ccc2ccc(OC[C@H]3C[C@@H](n4ccc5c(N)ncnc54)[C@H](O)[C@@H]3O)cc2n1,CHEMBL4739695,8.0
CHEMBL5093481,CCc1cc(N2CCOCC2)c2ccc(OC[C@H]3O[C@@H](n4cc(-c5ccn(C)n5)c5c(N)ncnc54)[C@@H](F)[C@@H]3O)cc2n1,CHEMBL4739695,8.0
CHEMBL5093468,Cn1ccc(-c2cn([C@@H]3O[C@H](COc4ccc5ccc(N[C@H]6C[C@H](N)C6)nc5c4)[C@@H](O)[C@@H]3F)c3ncnc(N)c23)n1,CHEMBL4739695,8.0
CHEMBL5093452,Nc1ncnc2c1c(C1CCCC1)cn2[C@@H]1O[C@H](COc2ccc3ccc(N4CCC4)nc3c2)[C@@H](O)[C@@H]1F,CHEMBL4739695,8.0
CHEMBL5093423,Cn1ccc(-c2cn([C@@H]3O[C@H](COc4ccc5sc(N6CCC6)nc5c4)[C@@H](O)[C@@H]3F)c3ncnc(N)c23)n1,CHEMBL4739695,8.0
CHEMBL5093687,CCc1cc(C)c2ccc(OCc3cncc(-n4cc([C@@H]5CCCO5)c5c(N)ncnc54)c3)cc2n1,CHEMBL4739695,8.0
CHEMBL5072203,CCc1cc(NCCN(C)C)c2ccc(OCc3cncc(-n4ccc5c(N)ncnc54)n3)cc2n1,CHEMBL4739695,8.0
CHEMBL5093104,CNc1ccc2ccc(OC[C@H]3O[C@@H](n4cc(-c5cc[nH]n5)c5c(N)ncnc54)[C@@H](F)[C@@H]3O)cc2n1,CHEMBL4739695,8.0
CHEMBL5071519,CC(C)c1cc(N2CCC2)c2ccc(OCc3cncc(-n4ccc5c(N)ncnc54)c3)cc2n1,CHEMBL4739695,8.0
CHEMBL5072292,CN(CCO)c1ccc2ccc(OCc3cncc(-n4cc(-c5ccn(C)n5)c5c(N)ncnc54)c3)cc2n1,CHEMBL4739695,8.0
CHEMBL5093021,CNc1ccc2ccc(CCc3cncc(-n4cc(-c5ccn(C)n5)c5c(N)ncnc54)c3)cc2n1,CHEMBL4739695,8.0
CHEMBL5093009,CNc1ccc2ccc(OCc3cc(-n4cc(Cl)c5c(N)ncnc54)cnc3NC)cc2n1,CHEMBL4739695,8.0
CHEMBL5092927,CNc1ccc2ccc(OCc3cccc(-n4ccc5c(N)ncnc54)c3)cc2n1,CHEMBL4739695,8.0
CHEMBL5092824,CCc1cc(NCCOC)c2ncc(OCc3cncc(-n4cc([C@@H]5CCCO5)c5c(N)ncnc54)c3)cc2n1,CHEMBL4739695,8.0
CHEMBL5072465,Nc1ccc2ccc(CC[C@H]3C[C@@H](n4cc(Br)c5c(N)ncnc54)[C@H](O)[C@@H]3O)cc2n1,CHEMBL4739695,8.0
CHEMBL5092631,CNc1ccc2ccc(OC[C@H]3O[C@@H](n4cc(-c5cn(C)cn5)c5c(N)ncnc54)[C@@H](F)[C@@H]3O)cc2n1,CHEMBL4739695,8.0
CHEMBL5072766,Nc1ncnc2c1c([C@H]1CCCO1)cn2-c1cncc(COc2ccc3ccc(N4CCC4)nc3c2)n1,CHEMBL4739695,8.0
CHEMBL5090516,CCc1cc(NCCOC)c2c(F)cc(OCc3cncc(-n4cc([C@@H]5CCCO5)c5c(N)ncnc54)c3)cc2n1,CHEMBL4739695,8.0
CHEMBL5091678,Nc1ncnc2c1ccn2[C@@H]1O[C@H](COc2ccc3ccc(N4CCOCC4)nc3c2)[C@@H](O)[C@H]1O,CHEMBL4739695,8.0
CHEMBL5091630,CCNc1ccc2ccc(CC[C@H]3C[C@@H](n4cc(C5CCCC5)c5c(N)ncnc54)[C@H](O)[C@@H]3O)cc2n1,CHEMBL4739695,8.0
CHEMBL5090906,Cn1ccc(-c2cn([C@@H]3O[C@H](CCc4ccc5cnc(N6CCC6)nc5c4)[C@@H](O)[C@@H]3F)c3ncnc(N)c23)n1,CHEMBL4739695,8.0
CHEMBL5090894,CCc1cc(N2CCOCC2)c2ccc(OCc3cncc(-n4ccc5c(N)ncnc54)c3)cc2n1,CHEMBL4739695,8.0
CHEMBL5074868,Nc1ncnc2c1ccn2[C@H]1C[C@H](O)[C@@H](COc2ccc3ccc(N4CCC4)nc3c2)O1,CHEMBL4739695,8.0
CHEMBL5094279,CNc1ccc2ccc(OCc3cncc(-n4cc([C@@H]5CCCO5)c5c(N)ncnc54)c3)cc2n1,CHEMBL4739695,8.0
CHEMBL5074884,CCc1cc(N2CCOCC2)c2ccc(OCc3cncc(-n4cc([C@@H]5CCCO5)c5c(N)ncnc54)c3)cc2n1,CHEMBL4739695,8.0
CHEMBL5074903,CCc1cc(N)c2ccc(OCc3cncc(-n4ccc5c(N)ncnc54)c3)cc2n1,CHEMBL4739695,8.0
CHEMBL5094289,CC(C)c1cc(N)c2ccc(OCc3cncc(-n4ccc5c(N)ncnc54)c3)cc2n1,CHEMBL4739695,8.0
CHEMBL5090810,CC(C)c1cc(N)c2ccc(CCc3cncc(-n4cc(C5CCCC5)c5c(N)ncnc54)c3)cc2n1,CHEMBL4739695,8.0
CHEMBL5090709,CCc1cc(N(C)C2CC2)c2ccc(OCc3cncc(-n4cc(-c5ccn(C)n5)c5c(N)ncnc54)c3)cc2n1,CHEMBL4739695,8.0
CHEMBL5094336,Nc1ncnc2c1c(Br)cn2[C@@H]1O[C@H](COc2ccc3ccc(N4CCCC4)nc3c2)[C@@H](O)[C@H]1O,CHEMBL4739695,8.0
CHEMBL5090690,CCc1cc(N2CCN(C)CC2)c2ccc(OCc3cncc(-n4ccc5c(N)ncnc54)c3)cc2n1,CHEMBL4739695,8.0
CHEMBL5090607,CCc1cc(N(C)CCN(C)C)c2ccc(CCc3cncc(-n4cc(-c5ccn(C)n5)c5c(N)ncnc54)c3)cc2n1,CHEMBL4739695,8.0
CHEMBL5074952,Nc1ncnc2c1c([C@@H]1CCCO1)cn2-c1cncc(COc2ccc3ccc(N4CCC4)nc3c2)n1,CHEMBL4739695,8.0
CHEMBL5093663,CNc1ccc2ccc(OC[C@H]3O[C@@H](n4cc(C5=CCN(C)CC5)c5c(N)ncnc54)[C@@H](F)[C@@H]3O)cc2n1,CHEMBL4739695,8.0
CHEMBL5094343,CS(=O)(=O)c1cn(-c2cncc(COc3ccc4ccc(N5CCC5)nc4c3)c2)c2ncnc(N)c12,CHEMBL4739695,8.0
CHEMBL5090561,CCNc1ccc2ccc(CCc3cncc(-n4cc([C@H]5CCCO5)c5c(N)ncnc54)c3)cc2n1,CHEMBL4739695,8.0
CHEMBL5094367,Cn1ccc(-c2cn(-c3cncc(CCc4ccc5ccc(N6CCC6)nc5c4)c3)c3ncnc(N)c23)n1,CHEMBL4739695,8.0
CHEMBL5091089,CNc1ccc2ccc(OCc3cncc(-n4cc(C(C)C5CC5)c5c(N)ncnc54)c3)cc2n1,CHEMBL4739695,8.0
CHEMBL5091633,Nc1ncnc2c1c(-n1ccc(C(F)(F)F)n1)cn2[C@H]1C[C@H](O)[C@@H](COc2ccc3ccc(N4CCC4)nc3c2)O1,CHEMBL4739695,8.0
CHEMBL5091105,C[C@@H]1CCN1c1ccc2ccc(OCc3cncc(-n4cc(C5CCCC5)c5c(N)ncnc54)c3)cc2n1,CHEMBL4739695,8.0
CHEMBL5070057,CCNc1ccc2ccc(OCc3cncc(-n4cc(-c5ccn(C)n5)c5c(N)ncnc54)c3)cc2n1,CHEMBL4739695,8.0
CHEMBL5071321,Nc1ncnc2c1c([C@@H]1CCCO1)cn2-c1cncc(COc2ccc3ccc(N4CCC4)nc3c2)c1,CHEMBL4739695,8.0
CHEMBL5091620,CNc1ccc2ccc(OC[C@H]3O[C@@H](n4cc(-c5cccc(C)n5)c5c(N)ncnc54)[C@@H](F)[C@@H]3O)cc2n1,CHEMBL4739695,8.0
CHEMBL5071272,CNc1ccc2ccc(OC[C@H]3O[C@@H](n4cc(C5CCC(F)(F)CC5)c5c(N)ncnc54)[C@H](O)[C@@H]3O)cc2n1,CHEMBL4739695,8.0
CHEMBL5091580,Cn1ccc(-c2cn(-c3cncc(COc4ccc5ccc(N6CC(F)(F)C6)nc5c4)c3)c3ncnc(N)c23)n1,CHEMBL4739695,8.0
CHEMBL5091528,CNc1ccc2ccc(OC[C@H]3O[C@@H](n4cc(C5CCCCC5)c5c(N)ncnc54)[C@H](O)[C@@H]3O)cc2n1,CHEMBL4739695,8.0
CHEMBL5074670,Cn1ccc(-c2cn(-c3cncc(CCc4ccc5ccc(N)nc5c4)c3)c3ncnc(N)c23)n1,CHEMBL4739695,8.0
CHEMBL5091491,Nc1ncnc2c1c(-n1cccn1)cn2[C@@H]1C[C@H](CCc2cc3nc(N4CCC4)ccc3cc2F)[C@@H](O)C1,CHEMBL4739695,8.0
CHEMBL5091459,CCc1cc(N(C)C2CC2)c2ccc(OC[C@H]3O[C@@H](n4ccc5c(N)ncnc54)C[C@@H]3O)cc2n1,CHEMBL4739695,8.0
CHEMBL5070418,CNc1ccc2ccc(OCc3cccc(-n4cc(C5CC5)c5c(N)ncnc54)c3)cc2n1,CHEMBL4739695,8.0
CHEMBL5074676,CCNc1ccc2ccc(OCc3cccc(-n4cc(Cl)c5c(N)ncnc54)c3)cc2n1,CHEMBL4739695,8.0
CHEMBL5074691,CNc1ccc2ccc(OC[C@H]3O[C@@H](n4cc(C5CCCC5)c5c(N)ncnc54)C[C@@H]3O)cc2n1,CHEMBL4739695,8.0
CHEMBL5080232,CCc1cc(N(C)C2CC2)c2ccc(OCc3cncc(-n4cc([C@@H]5CCCO5)c5c(N)ncnc54)n3)cc2n1,CHEMBL4739695,8.0
CHEMBL5091282,CNc1ccc2ccc(CCc3cncc(-n4ccc5c(N)ncnc54)c3)cc2n1,CHEMBL4739695,8.0
CHEMBL5094222,Cn1ccc(-c2cn([C@@H]3O[C@H](COc4ccc5ccc(NC6CCC6)nc5c4)[C@@H](O)[C@@H]3F)c3ncnc(N)c23)n1,CHEMBL4739695,8.0
CHEMBL5070246,CCc1cc(N)c2ccc(OC[C@H]3O[C@@H](n4cc(-c5ccn(C)n5)c5c(N)ncnc54)[C@@H](F)[C@@H]3O)cc2n1,CHEMBL4739695,8.0
CHEMBL5094227,CNc1ccc2ccc(CC[C@H]3C[C@@H](n4cc(C5CCCC5)c5c(N)ncnc54)[C@H](O)[C@@H]3O)cc2n1,CHEMBL4739695,8.0
CHEMBL5074705,CC(=O)NC1CN(c2ccc3ccc(OCc4cncc(-n5cc(-c6ccn(C)n6)c6c(N)ncnc65)c4)cc3n2)C1,CHEMBL4739695,8.0
CHEMBL5074776,Nc1ncnc2c1c([C@H]1CCCO1)cn2-c1cncc(COc2ccc3ccc(N4CCC4)nc3c2)c1,CHEMBL4739695,8.0
CHEMBL5091388,CCc1cc(NC)c2ccc(CCc3cncc(-n4cc(-c5ccn(C)n5)c5c(N)ncnc54)c3)cc2n1,CHEMBL4739695,8.0
CHEMBL5080326,C=CCc1cn([C@@H]2O[C@H](COc3ccc4ccc(NC)nc4c3)[C@@H](O)[C@H]2O)c2ncnc(N)c12,CHEMBL4739695,8.0
CHEMBL5087856,CNc1ccc2ccc(OCc3cc(-n4cc(Cl)c5c(N)ncnc54)cnc3N)cc2n1,CHEMBL4739695,8.0
CHEMBL5083246,COCc1cn(-c2cncc(COc3ccc4ccc(N5CCC5)nc4c3)c2)c2ncnc(N)c12,CHEMBL4739695,8.0
CHEMBL5083208,Cn1ccc(-c2cn(-c3cncc(CSc4ccc5ccc(N6CCC6)nc5c4)c3)c3ncnc(N)c23)n1,CHEMBL4739695,8.0
CHEMBL5083160,CNc1ccc2ccc(OCc3cc(CO)cc(-n4ccc5c(N)ncnc54)c3)cc2n1,CHEMBL4739695,8.0
CHEMBL5083121,CNc1ccc2ccc(CCc3cncc(-n4cc(C5CCCC5)c5c(N)ncnc54)n3)cc2n1,CHEMBL4739695,8.0
CHEMBL5078534,CNc1ccc2cc(OC[C@H]3O[C@@H](n4cc(C)c5c(N)ncnc54)[C@H](O)[C@@H]3O)ccc2n1,CHEMBL4739695,8.0
CHEMBL5082853,CNc1ccc2ccc(OC[C@H]3O[C@@H](n4cc(-c5cnn(C)c5)c5c(N)ncnc54)[C@@H](F)[C@@H]3O)cc2n1,CHEMBL4739695,8.0
CHEMBL5082845,CNc1ccc2ccc(OCc3cccc(-n4ccc5c(N)ncnc54)c3F)cc2n1,CHEMBL4739695,8.0
CHEMBL5082612,CCc1cc(NCCOC)c2ncc(CCc3cncc(-n4cc(-c5ccn(C)n5)c5c(N)ncnc54)c3)cc2n1,CHEMBL4739695,8.0
CHEMBL5078634,CCc1cc(N(C)CC2CC2)c2ccc(OC[C@H]3O[C@@H](n4cc(-c5ccn(C)n5)c5c(N)ncnc54)C[C@@H]3O)cc2n1,CHEMBL4739695,8.0
CHEMBL5078635,Cn1ccc(-c2cn(-c3cncc(COc4ccc5ccc(N6CCOCC6)nc5c4)c3)c3ncnc(N)c23)n1,CHEMBL4739695,8.0
CHEMBL5082387,CCNc1ccc2ccc(CCc3cncc(-n4cc([C@H]5CCCO5)c5c(N)ncnc54)n3)cc2n1,CHEMBL4739695,8.0
CHEMBL5082381,CCc1cc(N2CCOCC2)c2ccc(OCc3cncc(-n4cc([C@H]5CCCO5)c5c(N)ncnc54)c3)cc2n1,CHEMBL4739695,8.0
CHEMBL5082370,CNc1ccc2ccc(OCc3cncc(-n4cc(Cl)c5c(N)ncnc54)n3)cc2n1,CHEMBL4739695,8.0
CHEMBL5082368,CNc1ccc2ccc(OCc3cncc(-n4cc([C@H]5CCCO5)c5c(N)ncnc54)c3)cc2n1,CHEMBL4739695,8.0
CHEMBL5078766,CNc1ccc2ccc(OC[C@H]3O[C@@H](n4cc(-c5ccn(C(C)C)n5)c5c(N)ncnc54)[C@@H](F)[C@@H]3O)cc2n1,CHEMBL4739695,8.0
CHEMBL5082342,CCc1cc(NC)c2ccc(OCc3cncc(-n4cc(-c5ccn(C)n5)c5c(N)ncnc54)c3)cc2n1,CHEMBL4739695,8.0
CHEMBL5079092,Cn1ccc(-c2cn(-c3cncc(COc4ccc5ccc(N6CC(N)C6)nc5c4)c3)c3ncnc(N)c23)n1,CHEMBL4739695,8.0
CHEMBL5082340,CNc1ccc2ccc(OCc3cncc(-n4c(C)cc5c(N)ncnc54)c3)cc2n1,CHEMBL4739695,8.0
CHEMBL5079121,CNc1ccc2ccc(CCc3cncc(-n4cc(Cl)c5c(N)ncnc54)c3)cc2n1,CHEMBL4739695,8.0
CHEMBL5083248,CNc1ccc2ccc(OCc3cncc(-n4ccc5c(C)ncnc54)c3)cc2n1,CHEMBL4739695,8.0
CHEMBL5082315,CCNc1ccc2ccc(OCc3cncc(-n4cc([C@@H]5CCCO5)c5c(N)ncnc54)c3)cc2n1,CHEMBL4739695,8.0
CHEMBL5083485,CNc1ccc2ccc(OC[C@H]3O[C@@H](n4cc([C@H]5CCCO5)c5c(N)ncnc54)[C@@H](F)[C@@H]3O)cc2n1,CHEMBL4739695,8.0
CHEMBL5078462,CNc1ccc2ccc(OCc3cc(O)cc(-n4cc(Cl)c5c(N)ncnc54)c3)cc2n1,CHEMBL4739695,8.0
CHEMBL5085014,CNc1ccc2ccc(CC[C@H]3C[C@@H](n4cc(C5CCOCC5)c5c(N)ncnc54)[C@H](O)[C@@H]3O)cc2n1,CHEMBL4739695,8.0
CHEMBL5084990,Cn1ccc(-c2cn([C@H]3C[C@H](O)[C@@H](COc4ccc5ccc(NC6CC6)nc5c4)O3)c3ncnc(N)c23)n1,CHEMBL4739695,8.0
CHEMBL5084980,CCc1cc(NC(C)=O)c2ccc(OCc3cncc(-n4cc([C@@H]5CCCO5)c5c(N)ncnc54)c3)cc2n1,CHEMBL4739695,8.0
CHEMBL5084794,CCNc1ccc2ccc(OCc3cncc(-n4cc([C@H]5CCCO5)c5c(N)ncnc54)c3)cc2n1,CHEMBL4739695,8.0
CHEMBL5078163,CCc1cc(NCCOC)c2c(F)cc(CCc3cncc(-n4cc(-c5ccn(C)n5)c5c(N)ncnc54)c3)cc2n1,CHEMBL4739695,8.0
CHEMBL5078206,CCNc1ccc2ccc(CC[C@H]3C[C@@H](n4cc(-n5cccn5)c5c(N)ncnc54)C[C@@H]3O)cc2n1,CHEMBL4739695,8.0
CHEMBL5084597,CNc1ccc2ccc(OCc3cncc(-n4cc(-c5ccnn5C)c5c(N)ncnc54)c3)cc2n1,CHEMBL4739695,8.0
CHEMBL5078232,CNc1ccc2ccc(CC[C@H]3O[C@@H](n4cc(C5CCCC5)c5c(N)ncnc54)[C@H](O)[C@@H]3O)cc2n1,CHEMBL4739695,8.0
CHEMBL5084566,Cc1cc(N)c2ccc(OC[C@H]3O[C@@H](n4cc(Br)c5c(N)ncnc54)[C@@H](F)[C@@H]3O)cc2n1,CHEMBL4739695,8.0
CHEMBL5078250,CNc1ccc2ccc(CC[C@H]3C[C@@H](n4cc(C)c5c(N)ncnc54)[C@H](O)[C@@H]3O)cc2n1,CHEMBL4739695,8.0
CHEMBL5084255,CNc1ccc2ccc(OCc3cccc(-n4cc(Br)c5c(N)ncnc54)c3)cc2n1,CHEMBL4739695,8.0
CHEMBL5084223,CC(C)c1nc(N)c2ccc(OCc3cncc(-n4ccc5c(N)ncnc54)c3)cc2n1,CHEMBL4739695,8.0
CHEMBL5078304,CNc1ccc2ccc(OC[C@H]3O[C@@H](n4cc(Cl)c5c(N)ncnc54)[C@@H](F)[C@@H]3O)cc2n1,CHEMBL4739695,8.0
CHEMBL5078336,CNc1ccc2ccc(OC[C@H]3O[C@@H](n4cc(C(F)(F)F)c5c(N)ncnc54)[C@@H](F)[C@@H]3O)cc2n1,CHEMBL4739695,8.0
CHEMBL5084083,CNc1ccc2ccc(OCc3cc(F)cc(-n4cc(Cl)c5c(N)ncnc54)c3)cc2n1,CHEMBL4739695,8.0
CHEMBL5078375,CNc1nc2cc(OC[C@H]3O[C@@H](n4cc(-c5ccn(C)n5)c5c(N)ncnc54)[C@@H](F)[C@@H]3O)ccc2[nH]1,CHEMBL4739695,8.0
CHEMBL5078397,CNc1ccc2ccc(OC[C@H]3O[C@@H](n4cc(C5CCN(C)CC5)c5c(N)ncnc54)[C@@H](F)[C@@H]3O)cc2n1,CHEMBL4739695,8.0
CHEMBL5078459,CCCC(=O)c1cn([C@@H]2O[C@H](COc3ccc4ccc(NC)nc4c3)[C@@H](O)[C@@H]2F)c2ncnc(N)c12,CHEMBL4739695,8.0
CHEMBL5083552,Cn1ccc(-c2cn([C@@H]3O[C@H](COc4ccc5ccc(N6CC(N)C6)nc5c4)[C@@H](O)[C@@H]3F)c3ncnc(N)c23)n1,CHEMBL4739695,8.0
CHEMBL5083498,CCc1cc(NCCOC)c2c(F)cc(OCc3cncc(-n4cc(-c5ccn(C)n5)c5c(N)ncnc54)c3)cc2n1,CHEMBL4739695,8.0
CHEMBL5085034,COCCN(C)C(=O)c1cn([C@@H]2O[C@H](COc3ccc4ccc(N5CCC5)nc4c3)[C@@H](O)[C@@H]2F)c2ncnc(N)c12,CHEMBL4739695,8.0
CHEMBL5079210,CNc1ccc2ccc(OCc3cc(-n4cc(Cl)c5c(N)ncnc54)ccc3F)cc2n1,CHEMBL4739695,8.0
CHEMBL5082063,Nc1ncnc2c1c(-n1cccn1)cn2[C@H]1C[C@H](O)[C@@H](COc2ccc3ccc(N4CCC4)nc3c2)O1,CHEMBL4739695,8.0
CHEMBL5079855,CCc1cc(NCCN(C)C)c2c(F)cc(CCc3cncc(-n4cc(-c5ccn(C)n5)c5c(N)ncnc54)c3)cc2n1,CHEMBL4739695,8.0
CHEMBL5081061,CNc1ccc2ccc(OCc3cc(CO)cc(-c4c[nH]c5c(N)ncnc45)c3)cc2n1,CHEMBL4739695,8.0
CHEMBL5079874,CNc1ccc2ccc(OCc3cccc(-n4cc(C5CCCC5)c5c(N)ncnc54)c3)cc2n1,CHEMBL4739695,8.0
CHEMBL5080997,Nc1ncnc2c1c(-c1cnccn1)cn2[C@@H]1O[C@H](COc2ccc3ccc(N4CCC4)nc3c2)[C@@H](O)[C@@H]1F,CHEMBL4739695,8.0
CHEMBL5080890,CNc1ccc2ccc(OC[C@H]3O[C@@H](n4cc(Br)c5c(N)ncnc54)C[C@@H]3O)cc2n1,CHEMBL4739695,8.0
CHEMBL5080806,CNc1ccc2ccc(OCc3cncc(-n4cc(-c5ccc(CNCCS(C)(=O)=O)o5)c5c(N)ncnc54)c3)cc2n1.O=C(O)C(F)(F)F,CHEMBL4739695,8.0
CHEMBL5079977,Cn1ccc(-c2cn([C@H]3C[C@H](O)[C@@H](CCc4ccc5ccc(N6CCC6)nc5c4)O3)c3ncnc(N)c23)n1,CHEMBL4739695,8.0
CHEMBL5080767,CCc1cc(N)c2ccc(OC[C@H]3O[C@@H](n4cc(Br)c5c(N)ncnc54)[C@@H](F)[C@@H]3O)cc2n1,CHEMBL4739695,8.0
CHEMBL5080762,Cn1ccc(-c2cn([C@@H]3O[C@H](COc4ccc5cnc(NC6CC6)nc5c4)[C@@H](O)[C@@H]3F)c3ncnc(N)c23)n1,CHEMBL4739695,8.0
CHEMBL5080001,CN(C)c1ccc2ccc(OC[C@H]3O[C@@H](n4ccc5c(N)ncnc54)[C@H](O)[C@@H]3O)cc2n1,CHEMBL4739695,8.0
CHEMBL5080013,Nc1ncnc2c1c(-c1ncco1)cn2[C@@H]1O[C@H](COc2ccc3ccc(N4CCC4)nc3c2)[C@@H](O)[C@@H]1F,CHEMBL4739695,8.0
CHEMBL5080707,CCc1cc(NCCN(C)C)c2c(F)cc(OCc3cncc(-n4cc(-c5ccn(C)n5)c5c(N)ncnc54)c3)cc2n1,CHEMBL4739695,8.0
CHEMBL5080060,Nc1ccc2ccc(CO[C@H]3C[C@@H](n4ccc5c(N)ncnc54)[C@H](O)[C@@H]3O)cc2n1,CHEMBL4739695,8.0
CHEMBL5080700,CNc1ccc2ccc(OC[C@H]3O[C@@H](n4cc(C5=CCNC5)c5c(N)ncnc54)[C@@H](F)[C@@H]3O)cc2n1,CHEMBL4739695,8.0
CHEMBL5080588,Cc1cc(NCCN(C)CCCc2ccccc2)c2ccc(OCc3cncc(-n4ccc5c(N)ncnc54)c3)cc2n1,CHEMBL4739695,8.0
CHEMBL5080171,CNc1ccc2ccc(OCc3cncc(-n4cc(C5CCCC5)c5c(N)ncnc54)c3)cc2n1,CHEMBL4739695,8.0
CHEMBL5080516,Cn1ccc(-c2cn([C@H]3C[C@H](O)[C@@H](COc4ccc5ccc(N6CC(N)C6)nc5c4)O3)c3ncnc(N)c23)n1,CHEMBL4739695,8.0
CHEMBL5080228,CCc1cc(NCCN(C)C)c2ccc(OCc3cncc(-n4ccc5c(N)ncnc54)c3)cc2n1,CHEMBL4739695,8.0
CHEMBL5080339,CCc1cc(N2CCNCC2)c2ccc(OCc3cncc(-n4cc([C@H]5CCCO5)c5c(N)ncnc54)c3)cc2n1,CHEMBL4739695,8.0
CHEMBL5079814,CNc1ccc2ccc(OCc3cccc(-n4cc(CC5CC5)c5c(N)ncnc54)c3)cc2n1,CHEMBL4739695,8.0
CHEMBL5082083,CCc1cc(NCCOC)c2ccc(OCc3cncc(-n4cc([C@H]5CCCO5)c5c(N)ncnc54)c3)cc2n1,CHEMBL4739695,8.0
CHEMBL5081266,CC(C)c1cc(N)c2ccc(CCc3cncc(-n4ccc5c(N)ncnc54)c3)cc2n1,CHEMBL4739695,8.0
CHEMBL5081328,Nc1cc(N)c2ccc(OC[C@H]3O[C@@H](n4cc(C5CCCC5)c5c(N)ncnc54)[C@H](O)[C@@H]3O)cc2n1,CHEMBL4739695,8.0
CHEMBL5079232,CNc1ccc2cc(F)c(CC[C@H]3C[C@@H](n4ccc5c(N)ncnc54)[C@H](O)[C@@H]3O)cc2n1,CHEMBL4739695,8.0
CHEMBL5081990,CCc1cc(N)c2ccc(OCc3cncc(-n4cc(C5CCCC5)c5c(N)ncnc54)c3)cc2n1,CHEMBL4739695,8.0
CHEMBL5079233,CNc1ccc2ccc(OCc3cncc(-c4c[nH]c5c(N)ncnc45)c3)cc2n1,CHEMBL4739695,8.0
CHEMBL5081974,CNc1ccc2ccc(OC[C@H]3O[C@@H](n4cc(C5CCCC5)c5c(N)ncnc54)[C@@H](F)[C@@H]3O)cc2n1,CHEMBL4739695,8.0
CHEMBL5079341,CC(C)Nc1ccc2ccc(OCc3cncc(-n4cc(Cl)c5c(N)ncnc54)c3)cc2n1,CHEMBL4739695,8.0
CHEMBL5081947,CCc1cc(N(C)CCOC)c2ccc(CCc3cncc(-n4cc(-c5ccn(C)n5)c5c(N)ncnc54)c3)cc2n1,CHEMBL4739695,8.0
CHEMBL5081886,CNc1ccc2ccc(OC[C@H]3O[C@@H](n4cc(CC5CC5)c5c(N)ncnc54)[C@@H](F)[C@@H]3O)cc2n1,CHEMBL4739695,8.0
CHEMBL5079428,CCc1ccc2ccc(OCc3cncc(-n4cc(-c5ccn(C)n5)c5c(N)ncnc54)c3)cc2n1,CHEMBL4739695,8.0
CHEMBL5079513,CCc1cc(N(C)C2CC2)c2ccc(OCc3cncc(-n4cc([C@@H]5CCCO5)c5c(N)ncnc54)c3)cc2n1,CHEMBL4739695,8.0
CHEMBL5081780,CCc1cc(NCCOC)c2ccc(OCc3cncc(-n4cc([C@@H]5CCCO5)c5c(N)ncnc54)c3)cc2n1,CHEMBL4739695,8.0
CHEMBL5081753,Nc1ncnc2c1c(CO)cn2-c1cncc(COc2ccc3ccc(N4CCC4)nc3c2)c1,CHEMBL4739695,8.0
CHEMBL5081741,CN(CCO)c1ccc2ccc(OC[C@H]3O[C@@H](n4cc(-c5ccn(C)n5)c5c(N)ncnc54)[C@@H](F)[C@@H]3O)cc2n1,CHEMBL4739695,8.0
CHEMBL5079533,CCc1cc(NCCCN(C)C)c2ccc(CCc3cncc(-n4ccc5c(N)ncnc54)c3)cc2n1,CHEMBL4739695,8.0
CHEMBL5079618,Cn1ccc(-c2cn(-c3cncc(COc4cc(F)c5ccc(N6CCC6)nc5c4)c3)c3ncnc(N)c23)n1,CHEMBL4739695,8.0
CHEMBL5079629,COCCn1ccc(-c2cn(-c3cncc(COc4ccc5ccc(N6CCC6)nc5c4)c3)c3ncnc(N)c23)n1,CHEMBL4739695,8.0
CHEMBL5079658,Cc1cc(N)c2ccc(OCc3cccc(-n4cc(Cl)c5c(N)ncnc54)c3)cc2n1,CHEMBL4739695,8.0
CHEMBL5081465,CCn1ccc(-c2cn([C@@H]3O[C@H](COc4ccc5ccc(NC)nc5c4)[C@@H](O)[C@@H]3F)c3ncnc(N)c23)n1,CHEMBL4739695,8.0
CHEMBL5081437,Cn1ccc(-c2cn([C@@H]3O[C@H](COc4ccc5ccc(N6CCC6)nc5c4)[C@@H](O)[C@@H]3F)c3ncnc(N)c23)n1,CHEMBL4739695,8.0
CHEMBL5079808,CCc1cc(NCCN(C)C)c2ccc(CCc3cncc(-n4cc([C@H]5CCCO5)c5c(N)ncnc54)c3)cc2n1,CHEMBL4739695,8.0
CHEMBL5081324,CN(c1ncc2ccc(OC[C@H]3O[C@@H](n4cc(-c5ccn(C)n5)c5c(N)ncnc54)[C@@H](F)[C@@H]3O)cc2n1)C1CCC1,CHEMBL4739695,8.0
CHEMBL5077932,CNc1ccc2ccc(COc3cncc(-n4ccc5c(N)ncnc54)c3)cc2n1,CHEMBL4739695,8.0
CHEMBL5084049,Cn1ccc(-c2cn([C@@H]3C[C@H](CCc4ccc5ccc(N6CCC6)nc5c4)[C@@H](O)[C@@H]3F)c3ncnc(N)c23)n1,CHEMBL4739695,8.0
CHEMBL5077847,CNc1ccc2sc(CC[C@H]3O[C@@H](n4ccc5c(N)ncnc54)[C@@H](F)[C@@H]3O)cc2n1,CHEMBL4739695,8.0
